Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text,sentiment_group,text_length_chars,text_length_words,engagement_total,hashtag_count
263,267," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ", Grateful ,12/03/2022 19:55, StarNavigator , Twitter , #Grateful #GuidingStar ,19.0,38.0, Australia ,2022,3,12,19,gratitude as a guiding star navigating the constellation of blessings in the vast universe of lifes precious moments,neutral,116,18,57.0,2
264,268," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ", Zest ,30/03/2023 16:30, MeadowSprinter , Instagram , #Zest #FieldsOfEnthusiasm ,16.0,32.0, India ,2023,3,30,16,with a zestful heart sprinting through fields of enthusiasm chasing sunbeams and laughter in the meadows of joy,neutral,111,18,48.0,2
265,269," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,01/07/2021 12:10, RainNurturer , Facebook , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections,neutral,119,19,63.0,2
266,270," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,05/01/2020 08:45, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8,proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success,neutral,109,16,69.0,2
267,271," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,17/07/2022 06:15, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, UK ,2022,7,17,6,embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow,neutral,109,19,42.0,2
268,272," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,22/08/2018 17:20, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17,a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere,neutral,118,19,72.0,2
269,273," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", Inspired ,08/12/2021 14:30, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18.0,36.0, India ,2021,12,8,14,floating on clouds of inspiration an artist painting the sky with strokes of creativity creating a masterpiece of dreams,neutral,120,19,54.0,2
270,274," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", Contentment ,27/04/2019 09:50, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20.0,40.0, Canada ,2019,4,27,9,navigating the river of contentment a serene boat cruise through the tranquil waters of inner peace and acceptance,neutral,114,18,60.0,2
271,275," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", Empathetic ,03/09/2023 21:40, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16.0,32.0, USA ,2023,9,3,21,with empathy as a lantern wandering through the dark alleys of sorrow illuminating the path with compassion and care,neutral,116,19,48.0,2
272,276," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", Free-spirited ,10/06/2020 10:05, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22.0,44.0, UK ,2020,6,10,10,a free spirit soaring on the wings of dreams leaving trails of independence in the azure sky of boundless possibilities,neutral,119,20,66.0,2
273,277," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,01/04/2022 18:30, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19.0,38.0, Australia ,2022,4,1,18,bathed in the golden hues of gratefulness a sunset of appreciation casting its warm glow on the landscapes of the heart,neutral,119,21,57.0,2
274,278," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,15/01/2021 13:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23.0,46.0, Canada ,2021,1,15,13,confident strides in the dance of life a ballroom where selfassuredness leads twirling through challenges with grace,neutral,116,17,69.0,2
275,279," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", Hopeful ,06/05/2023 07:20, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15.0,30.0, India ,2023,5,6,7,hopeful whispers of wind carrying the promises of a brighter tomorrow a symphony of optimism in the air of possibilities,neutral,120,20,45.0,2
276,280," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", Playful ,18/11/2019 15:15, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25.0,50.0, USA ,2019,11,18,15,playfully juggling responsibilities a circus performer balancing the acts of work and joy tossing laughter into the air,neutral,119,18,75.0,2
277,281," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", Inspired ,29/08/2020 20:45, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14.0,28.0, UK ,2020,8,29,20,whispering tales of inspiration to the stars a storyteller crafting constellations from the threads of imagination,neutral,114,16,42.0,2
278,282," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,30/10/2022 11:40, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17.0,34.0, Australia ,2022,10,30,11,charting a course through the waves of hopeful anticipation a sailor steering towards the shores of dreams yet unexplored,neutral,121,19,51.0,2
297,301," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ", Despair ,15/09/2021 16:00, ShatteredHeart , Instagram , #Despair #EchoingSilence ,8.0,16.0, Canada ,2021,9,15,16,drowning in the abyss of despair a heart shattered into fragments lost in the echoing silence of hopelessness,neutral,109,18,24.0,2
298,302," Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ", Bitterness ,08/03/2019 14:20, VenomousSoul , Facebook , #Bitterness #ResentmentWeb ,12.0,24.0, UK ,2019,3,8,14,bitterness festering like a venomous vine entwining the soul in a web of resentment poisoning the garden of peace,neutral,113,19,36.0,2
299,303," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ", Loneliness ,20/07/2017 11:45, DesertWanderer , Twitter , #Loneliness #MiragesOfConnection ,15.0,30.0, USA ,2017,7,20,11,wandering through the desert of loneliness each step a heavy sigh mirages of connection shimmering but never materializing,neutral,122,18,45.0,2
300,304," Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ", Yearning ,02/11/2020 19:30, ColdEmbrace , Instagram , #Yearning #DistantWarmth ,10.0,20.0, Australia ,2020,11,2,19,yearning for a touch thats not there echoes of a distant warmth haunting the heart in the cold embrace of solitude,neutral,114,21,30.0,2
301,305," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ", Fearful ,12/05/2022 02:00, NightPrisoner , Facebook , #Fearful #ImaginedHorrors ,18.0,36.0, India ,2022,5,12,2,eyes wide open in the night fearful shadows dancing on the walls the mind a prisoner of imagined horrors,negative,104,19,54.0,2
302,306," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ", Apprehensive ,08/04/2023 13:15, TightropeWalker , Twitter , #Apprehensive #BalancingAct ,14.0,28.0, UK ,2023,4,8,13,apprehensive steps on the tightrope of uncertainty a balancing act where the fall seems inevitable anxiety a constant companion,neutral,127,19,42.0,2
303,307," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ", Overwhelmed ,25/06/2021 17:50, AtlasBearer , Instagram , #Overwhelmed #BouldersOfExhaustion ,22.0,44.0, Canada ,2021,6,25,17,overwhelmed by the weight of the world atlas with trembling shoulders each responsibility a boulder in the landscape of exhaustion,neutral,130,20,66.0,2
304,308," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ", Jealous ,30/08/2019 10:10, GreenMonster , Facebook , #Jealous #GreenEyedMonster ,16.0,32.0, USA ,2019,8,30,10,jealousy a greeneyed monster lurking in the shadows casting a dark cloud over the sunshine of others success,neutral,108,18,48.0,2
305,309," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ", Devastated ,03/08/2022 15:30, StormSurvivor , Twitter , #Devastated #WindsOfBrokenPromises ,25.0,50.0, Australia ,2022,8,3,15,devastated by the storm of betrayal the wreckage of trust scattered like debris a heart torn by the winds of broken promises,neutral,124,22,75.0,2
306,310," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ", Frustrated ,17/12/2020 09:20, PuzzleComposer , Instagram , #Frustrated #UnsolvablePuzzle ,12.0,24.0, India ,2020,12,17,9,frustrated fingers tapping on the keyboard a symphony of annoyance composing an unsolvable puzzle of unmet expectations,neutral,119,17,36.0,2
307,311," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ", Envious ,28/02/2021 22:45, GildedHeartache , Facebook , #Envious #GildedPrize ,20.0,40.0, USA ,2021,2,28,22,envious eyes fixated on the gilded prize a heartache fueled by the painful desire for possessions that seem forever out of reach,neutral,128,22,60.0,2
308,312," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ", Dismissive ,10/05/2018 14:00, IndifferentFort , Twitter , #Dismissive #ImpenetrableWalls ,14.0,28.0, UK ,2018,5,10,14,dismissive glances a fortress built with indifference walls impenetrable to the pleas of understanding and recognition,neutral,118,16,42.0,2
309,313," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", Frustrated ,07/01/2022 11:10, DreamMosaic , Instagram , #Frustrated #MosaicOfDisappointment ,15.0,30.0, Canada ,2022,1,7,11,shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration,neutral,120,20,45.0,2
310,314," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", Loneliness ,19/09/2019 03:30, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18.0,36.0, Australia ,2019,9,19,3,loneliness a silent companion in the night the only echo in the chamber of solitude a hearts solitary nocturne,neutral,110,19,54.0,2
311,315," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ", Fearful ,14/07/2023 23:00, DarkWhispers , Twitter , #Fearful #SpecterOfTheUnknown ,13.0,26.0, UK ,2023,7,14,23,fearful whispers in the dark the mind haunted by the specter of the unknown shadows dancing to the rhythm of anxietys tune,negative,122,22,39.0,2
312,316," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ", Bitterness ,05/04/2020 16:20, LingeringTaste , Instagram , #Bitterness #BitterAftertaste ,10.0,20.0, India ,2020,4,5,16,bitterness a bitter aftertaste lingering on the tongue each word a reminder of wounds that refuse to heal with the passing of time,neutral,130,23,30.0,2
313,317," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ", Overwhelmed ,29/11/2021 08:45, TempestSurvivor , Facebook , #Overwhelmed #DrowningSoul ,20.0,40.0, USA ,2021,11,29,8,overwhelmed by the cacophony of expectations a drowning soul in the tempest of pressure struggling to stay afloat,neutral,113,18,60.0,2
314,318," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ", Jealous ,12/12/2019 17:00, VenomousHeart , Twitter , #Jealous #HeartOfDiscontent ,16.0,32.0, Australia ,2019,12,12,17,jealousy a venom that seeps through the veins poisoning the heart and turning it into a breeding ground for discontent,neutral,118,20,48.0,2
